DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"August 13, 2023",August 2023,Emergency Medical Response (EMR),7:11:00 am,Vehicular / Road Accident,San Marcelino corner Malvar,Motorcycle vs Tricycle,Refused to transport,,,14.575869,120.991146,2,"road, pedestrian lane"
"August 13, 2023",August 2023,Emergency Medical Response (EMR),8:38:00 am,Vehicular / Road Accident,Earnshaw St. corner Cayco St,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.607005,120.993248,2,no intersection and road marks
"August 13, 2023",August 2023,Emergency Medical Response (EMR),9:58:00 am,Vehicular / Road Accident,Earnshaw St. corner Cayco St.,Motorcycle vs Motorcycle,Ospital ng Sampaloc (OSAM),,,14.607005,120.993248,2,no intersection and road marks
"August 13, 2023",August 2023,Emergency Medical Response (EMR),4:34:00 pm,Vehicular / Road Accident,Quirino Avenue corner Taft,Motorcycle (Loss of Control),Refused to transport,,,14.570407,120.991591,4,"road markings, pedestrian lane, 2 traffic signs"
"August 14, 2023",August 2023,Emergency Medical Response (EMR),4:50:00 am,Vehicular / Road Accident,"Lubiran St., Bacood",Motorcycle vs Motorcycle,Others,,,14.59391,121.017101,0,
"August 14, 2023",August 2023,Emergency Medical Response (EMR),7:19:00 pm,Vehicular / Road Accident,"Ylaya corner Raja Matanda Tondo, Manila",Truck vs Pedestrian Struck,Tondo Medical Hospital,,,14.606629,120.967926,1,no road markings
"August 14, 2023",August 2023,Emergency Medical Response (EMR),7:19:00 pm,Vehicular / Road Accident,Ylaya corner Rajah Matanda,Truck vs Pedestrian Struck,Gat. Andres Bonifacio Hospital,,,14.606629,120.967926,1,no road markings
"August 14, 2023",August 2023,Emergency Medical Response (EMR),7:19:00 pm,Vehicular / Road Accident,Ylaya corner Rajah Matanda,Truck vs Pedestrian Struck,Gat. Andres Bonifacio Hospital,,,14.606629,120.967926,1,no road markings
"August 16, 2023",August 2023,Emergency Medical Response (EMR),10:10:00 am,Vehicular / Road Accident,Zamora St,Motorcycle vs Motorcycle,Manila Medical Center,,,14.576428,120.997264,0,
"August 16, 2023",August 2023,Emergency Medical Response (EMR),10:10:00 am,Vehicular / Road Accident,Zamora St.,Motorcycle vs Motorcycle,Refused to transport,,,14.576428,120.997264,0,
"August 16, 2023",August 2023,Emergency Medical Response (EMR),11:03:00 am,Vehicular / Road Accident,Reina Regente Infront of Lucky China Town,Motorcycle vs Pedestrian,Jose Reyes Hospital,,,14.602815,120.974053,3,"pedestrian, road marking, barricades"
"August 16, 2023",August 2023,Emergency Medical Response (EMR),2:53:00 pm,Vehicular / Road Accident,R10 Aroma Northbound,Motorcycle (Loss of Control),Refused to transport,,,14.622134,120.960007,1,no road markings
"August 16, 2023",August 2023,Emergency Medical Response (EMR),6:52:00 pm,Vehicular / Road Accident,Honorio Lopez Balot Tondo,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.632923,120.963267,2,"pedestrian, road marking"
"August 17, 2023",August 2023,Emergency Medical Response (EMR),3:09:00 am,Vehicular / Road Accident,Parole Gate 14,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.598533,120.960256,1,road markings
"August 18, 2023",August 2023,Emergency Medical Response (EMR),4:21:00 am,Vehicular / Road Accident,Lawton,Motorcycle (Loss of Control),Refused to transport,,,14.593463,120.979821,0,
"August 19, 2023",August 2023,Emergency Medical Response (EMR),4:16:00 pm,Vehicular / Road Accident,Road 10 ,Motorcycle vs Motorcycle,Refused to transport,,,14.614501,120.960475,2,"intersection, road marking"
"August 20, 2023",August 2023,Emergency Medical Response (EMR),10:20:00 pm,Vehicular / Road Accident,Quezon Boulevard,Motorcycle vs Motorcycle,Jose Reyes Hospital,,,14.603912,120.985022,1,road markings
"August 20, 2023",August 2023,Emergency Medical Response (EMR),9:45:00 pm,Vehicular / Road Accident,Mel Lopez,Motorcycle vs PUV,Philippine Orthopedic Center (P.O.C.),,,14.612173,120.960371,1,road markings
"August 21, 2023",August 2023,Emergency Medical Response (EMR),3:15:00 am,Vehicular / Road Accident,Muralla St. (Intramuros),Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.587419,120.978699,1,road markings
"August 21, 2023",August 2023,Emergency Medical Response (EMR),5:52:00 pm,Vehicular / Road Accident,Jones Bridge,Motorcycle vs Motorcycle,Refused to transport,,,14.59352,120.979476,1,road markings
"August 21, 2023",August 2023,Emergency Medical Response (EMR),5:52:00 pm,Vehicular / Road Accident,Jones Bridge,Motorcycle vs Motorcycle,Refused to transport,,,14.59352,120.979476,1,road markings
"August 21, 2023",August 2023,Emergency Medical Response (EMR),10:03:00 pm,Vehicular / Road Accident,Legarda (Infront of Arellano University),Motorcycle (Loss of Control),Maniila Doctor's Hospital,,,14.600575,120.996527,2,2 traffic signs
"August 21, 2023",August 2023,Emergency Medical Response (EMR),11:16:00 pm,Vehicular / Road Accident,Velasquez corner Inoncencio,Motorcycle vs Ebike/Bike,Refused to transport,,,14.6195,120.965626,2,"road, no blowing of horns"
"August 22, 2023",August 2023,Emergency Medical Response (EMR),4:14:00 am,Vehicular / Road Accident,Juan Luna corner Raxabago St.,Motorcycle (Loss of Control),Metropolitan Hospital,,,14.620339,120.971437,3,"pedestrian, road, intersection"
"August 23, 2023",August 2023,Emergency Medical Response (EMR),9:29:00 pm,Vehicular / Road Accident,"Pureza, Sta.Mesa",Motorcycle (Loss of Control),Others,,,14.601487,121.004517,3,"pedestrian, road, intersection"
"August 24, 2023",August 2023,Emergency Medical Response (EMR),2:09:00 pm,Vehicular / Road Accident,Rivera St corner Aurora St,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.62586,120.986601,1,road markings
"August 24, 2023",August 2023,Emergency Medical Response (EMR),2:36:00 pm,Vehicular / Road Accident,Soler corner Masangkay,Others,Philippine Orthopedic Center (P.O.C.),,,14.603963,120.976427,0,
"August 26, 2023",August 2023,Emergency Medical Response (EMR),3:17:00 pm,Vehicular / Road Accident,Adriatico Street Malate Manila,Motorcycle (Loss of Control),Refused to transport,,,14.566144,120.988306,3,"pedestrian, road, intersection"
"August 27, 2023",August 2023,Emergency Medical Response (EMR),1:22:00 am,Vehicular / Road Accident,Adriatico St,Motorcycle (Loss of Control),Refused to transport,,,14.574102,120.983931,3,"pedestrian, road, intersection"
"August 28, 2023",August 2023,Emergency Medical Response (EMR),7:45:00 am,Vehicular / Road Accident,"Lacson cor, B. Florentino, Sampaloc, Manila",Others,Jose Reyes Hospital,,,14.610868,120.991768,1,pedestrian lane
"August 29, 2023",August 2023,Emergency Medical Response (EMR),5:55:00 am,Vehicular / Road Accident,Rizal Avenue near Abad Santos,Motorcycle (Loss of Control),Refused to transport,,,14.631037,120.98114,4,"poor road, no pedestrian lane, road and intersection markings, and traffic signs"
"August 29, 2023",August 2023,Emergency Medical Response (EMR),5:10:00 pm,Vehicular / Road Accident,Padre Burgos,Motorcycle vs PUV,Maniila Doctor's Hospital,,,14.588289,120.981001,0,
"August 29, 2023",August 2023,Emergency Medical Response (EMR),11:41:00 pm,Vehicular / Road Accident,"Binondo, Manila",Motorcycle (Loss of Control),Refused to transport,,,14.601179,120.975007,0,"street view, no traffic control device"
"August 30, 2023",August 2023,Emergency Medical Response (EMR),2:51:00 pm,Vehicular / Road Accident,V. Mapa,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.603421,121.016509,2,"road markings, bike lane"
"September 1, 2023",September 2023,Emergency Medical Response (EMR),12:08:00 pm,Vehicular / Road Accident,Kartilya Ng Katipunan,Motorcycle (Loss of Control),Refused to transport,,,14.590903,120.980681,1,road markings
"September 1, 2023",September 2023,Emergency Medical Response (EMR),11:05:00 pm,Vehicular / Road Accident,Reina Regente,Motorcycle (Loss of Control),Refused to transport,,,14.601718,120.973817,0,
"September 2, 2023",September 2023,Emergency Medical Response (EMR),3:58:00 am,Vehicular / Road Accident,Loyola corner P. Noval St. Sampaloc Manila ,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.60551,120.990561,0,"street view, no traffic control device"
"September 2, 2023",September 2023,Emergency Medical Response (EMR),6:05:00 am,Vehicular / Road Accident,Lagusnilad,Motorcycle (Loss of Control),Refused to transport,,,14.589819,120.980757,0,
"September 2, 2023",September 2023,Emergency Medical Response (EMR),6:04:00 am,Vehicular / Road Accident,Lagusnilad,Motorcycle (Loss of Control),Refused to transport,,,14.589819,120.980757,0,
"September 2, 2023",September 2023,Emergency Medical Response (EMR),6:06:00 am,Vehicular / Road Accident,Carreon St Pandacan Sampaloc Manila,Motorcycle (Loss of Control),Sta. Ana Hospital,,,14.584783,121.006254,1,
"September 2, 2023",September 2023,Emergency Medical Response (EMR),4:00:00 pm,Vehicular / Road Accident,Natividad St. (Infront of Landbank),Motorcycle vs Pedestrian,Maniila Doctor's Hospital,,,14.588709,120.982293,2,
"September 3, 2023",September 2023,Emergency Medical Response (EMR),2:16:00 am,Vehicular / Road Accident,Abad Santos corner Yuseco St.,PUV vs PUV,Chinese General Hospital,,,14.619604,120.977791,3,"box junction, pedestrian lanes"
"September 3, 2023",September 2023,Emergency Medical Response (EMR),2:16:00 am,Vehicular / Road Accident,Abad Santos corner Yuseco St.,PUV vs PUV,Chinese General Hospital,,,14.619604,120.977791,3,"box junction, pedestrian lanes"
"September 3, 2023",September 2023,Emergency Medical Response (EMR),7:42:00 am,Vehicular / Road Accident,Quirino Avenue corner Roxas Boulevard,Motorcycle vs Sedan,Refused to transport,,,14.564435,120.985264,1,road markings
"September 3, 2023",September 2023,Emergency Medical Response (EMR),7:09:00 pm,Vehicular / Road Accident,San Marcelino near Paco Park,Motorcycle vs SUV,Refused to transport,,,14.580984,120.988089,1,road markings
"September 3, 2023",September 2023,Emergency Medical Response (EMR),7:42:00 pm,Vehicular / Road Accident,Delpan St Infront of Quarantine Facility,Tricycle vs Pedestrian,Refused to transport,,,14.59892,120.965559,1,road markings
"September 4, 2023",September 2023,Emergency Medical Response (EMR),1:16:00 am,Vehicular / Road Accident,Delpan St corner Zaragoza ,Motorcycle vs Motorcycle,Metropolitan Hospital,,,14.602739,120.964347,0,
"September 4, 2023",September 2023,Emergency Medical Response (EMR),7:29:00 am,Vehicular / Road Accident,Sta Mesa Zamora Interlink West Bound,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.5939,121.012057,0,
"September 4, 2023",September 2023,Emergency Medical Response (EMR),7:29:00 am,Vehicular / Road Accident,Sta Mesa Zamora Interlink West Bound,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.5939,121.012057,0,
"September 4, 2023",September 2023,Emergency Medical Response (EMR),6:54:00 pm,Vehicular / Road Accident,Infront of Smokey Mountain Road10,Motorcycle vs Ebike/Bike,Gat. Andres Bonifacio Hospital,,,14.632301,120.958652,1,road markings
"September 5, 2023",September 2023,Emergency Medical Response (EMR),5:42:00 am,Vehicular / Road Accident,Padre Burgos Infront of Mehan Garden,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.592296,120.980293,2,"road markings, outdated signs"
"September 5, 2023",September 2023,Emergency Medical Response (EMR),6:36:00 am,Vehicular / Road Accident,Delpan Evacuation Center,Others,Double two upon arrival,,,14.598902,120.965526,0,
"September 5, 2023",September 2023,Emergency Medical Response (EMR),1:43:00 pm,Vehicular / Road Accident,Moriones St Tondo Manila,Truck (Loss of Control),Double two upon arrival,,,14.609643,120.961147,1,road markings
"September 6, 2023",September 2023,Emergency Medical Response (EMR),12:02:00 am,Vehicular / Road Accident,Finance Road corner Padre Burgos,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.585298,120.97972,2,"road markings, outdated signs"
"September 6, 2023",September 2023,Emergency Medical Response (EMR),9:51:00 am,Vehicular / Road Accident,Rizal Avenue near Cavite St.,Others,Ospital ng Maynila (OSMA),,,14.623865,120.983002,2,"road markings, outdated signs"
"September 7, 2023",September 2023,Emergency Medical Response (EMR),12:46:00 am,Vehicular / Road Accident,San Marcelino,Others,Refused to transport,,,14.57704,120.99048,1,road markings
"September 7, 2023",September 2023,Emergency Medical Response (EMR),12:46:00 am,Vehicular / Road Accident,San Marcelino,Others,Others,,,14.57704,120.99048,1,road markings
"September 7, 2023",September 2023,Emergency Medical Response (EMR),6:59:00 pm,Vehicular / Road Accident,Recto St. Corner Tomas Mapua St.,Truck vs Pedestrian Struck,Others,,,14.603917,120.980537,0,
"September 7, 2023",September 2023,Emergency Medical Response (EMR),10:43:00 pm,Vehicular / Road Accident,Finance Road Corner Padre Burgos St.,Motorcycle (Loss of Control),Refused to transport,,,14.585298,120.97972,0,
"September 8, 2023",September 2023,Emergency Medical Response (EMR),11:13:00 pm,Vehicular / Road Accident,Lawton (In front of Park N’ Ride),Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.593316,120.980091,1,outdated signs
"September 9, 2023",September 2023,Emergency Medical Response (EMR),5:55:00 am,Vehicular / Road Accident,Padre Burgos St. (In front of Kartilya Ng Katipunan),PUV (Loss of Control),Refused to transport,,,14.591334,120.98057,0,
"September 9, 2023",September 2023,Emergency Medical Response (EMR),7:57:00 am,Vehicular / Road Accident,Roxas Blvd. Southbound (Near Pedro Gil),Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.57374,120.98059,0,
"September 9, 2023",September 2023,Emergency Medical Response (EMR),7:57:00 am,Vehicular / Road Accident,Roxas Blvd. Southbound (Near Pedro Gil),Motorcycle vs Motorcycle,Refused to transport,,,14.57374,120.98059,0,
"September 9, 2023",September 2023,Emergency Medical Response (EMR),8:19:00 am,Vehicular / Road Accident,Roxas Blvd. Corner Quintos St.,Motorcycle (Loss of Control),Metropolitan Hospital,,,14.571874,120.98173,0,
"September 9, 2023",September 2023,Emergency Medical Response (EMR),7:34:00 pm,Vehicular / Road Accident,Arellano corner Estrada San Andres,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.56593,120.997928,1,road markings
"September 9, 2023",September 2023,Emergency Medical Response (EMR),5:37:00 pm,Vehicular / Road Accident,Osmeña Highway corner Quirino,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.576334,120.997332,1,road markings
"September 9, 2023",September 2023,Emergency Medical Response (EMR),5:37:00 pm,Vehicular / Road Accident,Osmeña Highway corner Quirino,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.576334,120.997332,1,road markings
"September 10, 2023",September 2023,Emergency Medical Response (EMR),1:03:00 am,Vehicular / Road Accident,Recto Avenue,Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.605211,120.973055,0,
"September 10, 2023",September 2023,Emergency Medical Response (EMR),1:03:00 am,Vehicular / Road Accident,Recto Avenue,Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.605211,120.973055,0,
"September 10, 2023",September 2023,Emergency Medical Response (EMR),9:25:00 am,Vehicular / Road Accident,Maria Orosa corner Padre Burgos,Motorcycle vs Motorcycle,Refused to transport,,,14.58515,120.97947,0,
"September 10, 2023",September 2023,Emergency Medical Response (EMR),9:25:00 am,Vehicular / Road Accident,Maria Orosa corner Padre Burgos,Motorcycle vs Motorcycle,Refused to transport,,,14.58515,120.97947,0,
"September 11, 2023",September 2023,Emergency Medical Response (EMR),1:19:00 am,Vehicular / Road Accident,Old Torres Juan Luna,Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.619115,120.971167,1,road markings
"September 11, 2023",September 2023,Emergency Medical Response (EMR),8:09:00 am,Vehicular / Road Accident,Finance Road In front of National Museum,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.585947,120.981114,1,road markings
"September 11, 2023",September 2023,Emergency Medical Response (EMR),12:05:00 pm,Vehicular / Road Accident,San Marcelino,Motorcycle vs SUV,Maniila Doctor's Hospital,,,14.582131,120.987548,1,road markings
"September 11, 2023",September 2023,Emergency Medical Response (EMR),12:49:00 pm,Vehicular / Road Accident,"Apacible Street going to Paz St, Ermita, Tondo",Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.),,,14.581286,120.994802,1,road markings
"September 13, 2023",September 2023,Emergency Medical Response (EMR),3:02:00 am,Vehicular / Road Accident,Pritil Market,Motorcycle (Loss of Control),Others,,,14.617417,120.970459,1,road markings
"September 13, 2023",September 2023,Emergency Medical Response (EMR),5:38:00 am,Vehicular / Road Accident,Honorio Lopez,Motorcycle vs Truck,Tondo Medical Hospital,,,14.623546,120.969106,0,
"September 14, 2023",September 2023,Emergency Medical Response (EMR),9:07:00 pm,Vehicular / Road Accident,Road 10 corner Chesa St,Motorcycle vs Truck,Tondo Medical Hospital,,,14.61222,120.960569,1,road markings
"September 14, 2023",September 2023,Emergency Medical Response (EMR),6:39:00 am,Vehicular / Road Accident,"Lacera corner Narciso, Pandacan, Manila",Motorcycle vs Motorcycle,Philippine General Hospital (PGH),,,14.591258,121.004027,1,"street view, no traffic control device"
"September 14, 2023",September 2023,Emergency Medical Response (EMR),7:11:00 am,Vehicular / Road Accident,P. Guevarra corner Alvarez,Motorcycle vs SUV,Chinese General Hospital,,,14.611906,120.98517,1,"street view, no traffic control device"
"September 14, 2023",September 2023,Emergency Medical Response (EMR),8:01:00 am,Vehicular / Road Accident,Mendiola,PUV vs Ebike/Bike,Manila Medical Center,,,14.598294,120.99301,0,
"September 15, 2023",September 2023,Emergency Medical Response (EMR),7:29:00 pm,Vehicular / Road Accident,Osmena Highway corner San Andres In front of Puregold,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.572401,120.999432,0,intersection
"September 15, 2023",September 2023,Emergency Medical Response (EMR),7:17:00 am,Vehicular / Road Accident,Roxas Blvd. Northbound in front of US Embassy,Motorcycle vs PUV,Ospital ng Maynila (OSMA),,,14.577607,120.97866,1,road markings
